isDGA,domain,length,digits,entropy,vowel-cons,firstDigitIndex
1,tyopcrkqgxcfm,13,0,3.5465935642949384,0.08333333333333333,0
1,72j5rn1l9mzleo6203v1ogenfl,26,10,4.132944044980958,0.3333333333333333,1
1,thenrest,8,0,2.5,0.3333333333333333,0
1,15ihbm71utcnfa8dk1mmgoobl9,26,7,4.18083298720544,0.35714285714285715,1
1,x1d6ou7e7kofk60ayhq74x7e,24,9,3.8349625007211565,0.6666666666666666,2
1,nvptudwjfcmv,12,0,3.418295834054489,0.09090909090909091,0
1,dtvbafg,7,0,2.807354922057604,0.16666666666666666,0
1,doqlkpjszrcacin3d7j7k931,24,6,4.084962500721156,0.2,16
1,tacygbtrbuytir,14,0,3.039148671903071,0.2727272727272727,0
1,ogpbfninqpxa,12,0,3.2516291673878226,0.3333333333333333,0
1,pkllwwkklkgbs,13,0,2.5654483718208256,0.0,0
1,ogwpkevwsdhlm,13,0,3.5465935642949384,0.18181818181818182,0
1,kllpyohlrmedmxy,15,0,3.323231428797621,0.15384615384615385,0
1,rkptqwwluipqhm,14,0,3.3787834934861767,0.16666666666666666,0
1,fgvpimdffyanxhh,15,0,3.456564762130954,0.15384615384615385,0
1,tubphtrdyyhed,13,0,3.085055102756477,0.18181818181818182,0
1,rsjhcuwsvqhqa,13,0,3.238901256602631,0.18181818181818182,0
1,ydgghhwyuqsy,12,0,2.8553885422075336,0.09090909090909091,0
1,1f7ewbe1agxr7dwegr4s9tnozw,26,6,4.026986833359286,0.3333333333333333,1
1,1ll2hfm1dc3ry3mwd93be2pa69,26,10,4.056020968057881,0.14285714285714285,1
1,fmhlayeprxkvcjrtpxswsqsbu,25,0,4.213660689688185,0.13636363636363635,0
1,bvxjoqrwnbhuhij,15,0,3.5068905956085183,0.25,0
1,wcavynybnkwraa,14,0,3.039148671903071,0.2727272727272727,0
1,vxfouucqbrbts,13,0,3.3927474104487847,0.3,0
1,ukoldwwbgun,11,0,3.0957952550009344,0.375,0
1,umjoklxgauui,12,0,3.188721875540867,1.0,0
1,southearth,10,0,2.921928094887362,0.6666666666666666,0
1,uckjmzeqsomncmfaytrvsaqempznj,29,0,4.03039478823102,0.2608695652173913,0
1,spendpeace,10,0,2.6464393446710153,0.6666666666666666,0
1,njkznfharknznzzpmfgucylvozx,27,0,3.8804563734806257,0.125,0
1,otjqqfqgdfohvhipepvk,20,0,3.5841837197791886,0.25,0
1,gtqtkaqs,8,0,2.5,0.14285714285714285,0
1,ehsr5aiw2g48136h2tr1tn1bfk,26,10,4.2098671219040344,0.23076923076923078,5
1,1xfstzpkqwszqa2b2gj19xztpj,26,5,3.9021748142117274,0.05,1
1,qcyimjtdqgkn,12,0,3.418295834054489,0.09090909090909091,0
1,dkdnvrvvfhwj,12,0,3.0220552088742,0.0,0
1,oaqmwxjwfblt,12,0,3.418295834054489,0.2,0
1,rxiemsxcabdis,13,0,3.238901256602631,0.4444444444444444,0
1,rbpnjisr,8,0,2.75,0.14285714285714285,0
1,3hmd8c1dxpy3hcx4v0t1n6auy4,26,9,4.085055102756476,0.13333333333333333,1
1,1a2i38r1h2o30sx32d6wnpdowl,26,11,4.026986833359286,0.36363636363636365,1
1,irrvopwkcysbezljfydzhaqdmhh,27,0,4.2824842613426,0.17391304347826086,0
1,baoqksjchutm,12,0,3.584962500721156,0.3333333333333333,0
1,1gqok7710nnz5u24m2rlwzcbal,26,9,4.23890125660263,0.21428571428571427,1
1,10dw18h6vdu8y1j3zqqj1l9ss3o,27,11,4.014146761422729,0.14285714285714285,1
1,mhtnkeqgtqyjuka,15,0,3.5068905956085183,0.25,0
1,xfgbyvak,8,0,3.0,0.14285714285714285,0
1,pnpzxpraqwkdvlvmbprxizpbrw,26,0,3.686419411348773,0.08333333333333333,0
1,joingold,8,0,2.75,0.6,0
1,4mybo2t1z98v1jp46ew3x4201,25,13,4.1834651896016455,0.2,1
1,hdunigpfbitv,12,0,3.418295834054489,0.3333333333333333,0
1,septembercloth,14,0,3.3248629576173574,0.4,0
1,yexttjcsrqsluy,14,0,3.378783493486176,0.16666666666666666,0
1,1itta5p1ocxvhr1wtb2dn1gmaagd,28,6,4.039148671903071,0.29411764705882354,1
1,yimbnrhybvqw,12,0,3.2516291673878226,0.09090909090909091,0
1,14wa72y1a4sr1h1fwbq8koedgqo,27,9,4.088220835496803,0.38461538461538464,1
1,1on1rer154d05g1qdyjer1mqiojm,28,9,3.72290749432188,0.35714285714285715,1
1,morwkbwobrcbaxconvcyttg,23,0,3.6424896731661263,0.21052631578947367,0
1,tqaodkhdltoot,13,0,2.8150724101159437,0.4444444444444444,0
1,ptdrtbilwvnlokc,15,0,3.6402239289418516,0.15384615384615385,0
1,nrtrsdeyucxsplukcefaskytnr,26,0,3.7962176025900556,0.23809523809523808,0
1,spotroll,8,0,2.5,0.3333333333333333,0
1,knxqgeerrhed,12,0,3.0220552088742005,0.3333333333333333,0
1,kfusgxajkakdx,13,0,3.0269868333592873,0.3,0
1,cwwitxweowbjbn,14,0,3.09306920777189,0.2727272727272727,0
1,dvbuhstmpouw,12,0,3.418295834054489,0.3333333333333333,0
1,rvcrgdmrwhzxibcmztmbltdmmj,26,0,3.6864194113487736,0.04,0
1,humanlift,9,0,3.169925001442312,0.5,0
1,gxksyrmdctxphiapxpsy,20,0,3.6464393446710153,0.1111111111111111,0
1,ovqvapvcpjxis,13,0,3.180832987205441,0.3,0
1,fvatgpqwclpx,12,0,3.418295834054489,0.09090909090909091,0
1,xwxmmrztqsmvdifbyhvkmraqem,26,0,3.9462227768165983,0.13043478260869565,0
1,madewore,8,0,2.75,1.0,0
1,qonwsurecqma,12,0,3.418295834054489,0.5,0
1,uzrwiswxkgpfyxn52i1ukrkhm,25,3,4.053660689688185,0.2222222222222222,16
1,abc158d56eeef544ef21daaaa9feb144,32,14,3.4536267670198737,1.25,4
1,tsyodcpvonpmidc,15,0,3.3735572622751846,0.25,0
1,pjwsvgmsrvnn,12,0,3.084962500721156,0.0,0
1,dpfnigcqittyhqr,15,0,3.506890595608519,0.15384615384615385,0
1,1opqxm11xku6tv13xtrtt18exygt,28,8,3.692380602454975,0.17647058823529413,1
1,withbqguksdq,12,0,3.418295834054489,0.2,0
1,hdifledvueisc,13,0,3.238901256602631,0.625,0
1,hdqesqdiuvvfrpa,15,0,3.5068905956085183,0.36363636363636365,0
1,foxhndkbdseb,12,0,3.2516291673878226,0.2,0
1,oudjtyov,8,0,2.75,0.6,0
1,nymjfcnicxyu,12,0,3.084962500721156,0.2,0
1,itohetciikjqpcmjfhqjrxcijr,26,0,3.59448250651942,0.3,0
1,eqsfcoknmbuthvxquvu,19,0,3.7871439606981387,0.35714285714285715,0
1,plbxgbmduasxg,13,0,3.238901256602631,0.18181818181818182,0
1,wunhyfltomimg,13,0,3.546593564294939,0.3,0
1,evvcewytorhlc,13,0,3.238901256602631,0.3,0
